YearsCodePro,JobSatisfaction,CodingLanguageNum,OfficeStackAsyncNum,OpSysProfessionalNum,NEWCollabToolsNum,WorkExp,DatabaseNum,PlatformNum,OfficeStackSyncNum,avg_score,ConvertedCompYearly,LogComp,Full-time Employment,Age_encoded,EdLevel_encoded,RemoteWork_encoded,Continent_encoded
12.0,0,5.0,3.0,2.0,1.0,14.0,1.0,2.0,4.0,3.625,204721.0,12.229403355542336,1,2,2,0,2
18.0,0,4.0,2.0,1.0,1.0,18.0,3.0,4.0,6.0,3.5,39724.0,10.58971081802325,1,1,6,2,2
7.0,1,8.0,0.0,2.0,3.0,7.0,3.0,0.0,4.0,4.125,8724.0,9.07383312732152,1,1,6,1,1
18.0,2,1.0,3.0,2.0,2.0,24.0,0.0,3.0,1.0,2.625,143281.0,11.872563016051387,0,2,2,0,2
2.0,2,3.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,2.5,4362.0,8.380685946761574,1,0,1,2,1
3.0,0,7.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,3.25,96381.0,11.476064365737097,1,1,1,2,2
5.0,1,5.0,1.0,2.0,2.0,5.0,2.0,0.0,2.0,3.75,99195.0,11.504842888776873,1,2,1,1,2
5.0,0,1.0,2.0,2.0,3.0,4.0,5.0,2.0,6.0,3.25,53545.0,10.888277700834976,1,1,2,0,2
12.0,0,8.0,3.0,4.0,3.0,5.0,2.0,0.0,5.0,3.0,64254.0,11.07059925762893,1,1,2,0,2
2.0,2,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.5,84181.0,11.340724521560253,1,1,1,2,2
8.0,0,3.0,1.0,2.0,7.0,10.0,3.0,1.0,6.0,3.25,10100.0,9.22029070282935,1,1,1,1,1
8.0,2,3.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,2.875,34697.0,10.45440850686606,1,2,2,2,2
0.5,1,4.0,1.0,1.0,3.0,1.0,2.0,0.0,6.0,3.75,4847.0,8.486115235845377,1,1,1,1,1
22.0,2,5.0,3.0,1.0,2.0,20.0,1.0,1.0,1.0,2.625,71119.0,11.172109809346528,1,2,5,0,2
2.0,0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,3.375,60584.0,11.01178611079366,1,0,1,1,1
10.412219606304362,0,1.0,1.0,1.0,2.0,11.0,1.0,1.0,2.0,3.25,44380.0,10.700544196486584,0,1,1,1,2
6.0,2,6.0,4.0,3.0,9.0,6.0,7.0,3.0,10.0,2.875,24234.0,10.095511884791469,1,1,2,1,1
15.0,0,6.0,4.0,1.0,4.0,33.0,3.0,1.0,5.0,3.5,91026.0,11.418900458976148,1,3,2,0,2
15.0,1,6.0,3.0,0.0,5.0,10.0,2.0,2.0,1.0,3.875,48576.0,10.790884860755302,1,2,4,2,2
12.0,1,10.0,5.0,2.0,2.0,12.0,3.0,5.0,6.0,4.125,113515.0,11.639690265761724,1,1,1,0,2
7.0,0,4.0,2.0,1.0,2.0,15.0,4.0,1.0,5.0,3.625,40694.0,10.613835940415848,1,1,1,0,2
7.0,2,2.0,1.0,1.0,2.0,7.0,0.0,1.0,2.0,2.375,43907.0,10.689829039654898,1,1,2,0,2
10.0,2,3.0,4.0,1.0,2.0,10.0,1.0,1.0,3.0,2.875,31382.0,10.353989759119012,1,1,1,2,0
6.0,0,3.0,3.0,1.0,5.0,6.0,2.0,2.0,6.0,3.375,56543.0,10.942756689620648,0,1,2,2,2
7.0,2,3.0,2.0,2.0,5.0,13.0,5.0,2.0,3.0,2.25,52748.0,10.87328113592759,1,1,2,2,6
5.0,1,4.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,35872.0,10.487712325871886,1,1,2,0,0
5.0,0,10.0,1.0,4.0,10.0,5.0,9.0,5.0,7.0,3.5,8132.0,9.003562174748238,1,1,2,1,5
20.0,1,4.0,2.0,1.0,1.0,20.0,3.0,2.0,2.0,4.75,132857.0,11.79702864080473,1,2,2,0,5
1.0,1,7.0,4.0,6.0,2.0,1.0,5.0,2.0,3.0,5.0,19276.0,9.866616077760224,1,0,2,2,0
8.0,2,6.0,2.0,3.0,4.0,8.0,1.0,1.0,2.0,2.625,26772.0,10.195111844220532,1,1,2,2,2
10.0,2,7.0,2.0,1.0,3.0,10.0,2.0,1.0,5.0,2.75,117931.0,11.67785498665461,1,1,2,0,2
4.0,2,3.0,2.0,5.0,7.0,5.0,2.0,2.0,1.0,2.625,59970.0,11.001599716162556,1,1,1,0,2
10.0,0,1.0,1.0,3.0,1.0,9.0,0.0,0.0,2.0,3.125,80317.0,11.293736583630396,1,2,2,0,2
27.0,0,4.0,2.0,3.0,3.0,25.0,1.0,3.0,7.0,3.625,64254.0,11.07059925762893,0,3,2,0,2
17.0,0,3.0,4.0,1.0,2.0,18.0,2.0,0.0,3.0,3.625,98522.0,11.498035152475031,1,2,2,2,2
3.0,2,6.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,2.875,51403.0,10.847451815498795,1,1,1,0,2
6.0,0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,7.0,3.5,40694.0,10.613835940415848,1,2,2,0,2
12.0,0,3.0,2.0,3.0,1.0,21.0,1.0,0.0,6.0,3.5,136552.0,11.82446077344417,1,2,5,2,2
10.0,2,4.0,2.0,1.0,4.0,10.0,7.0,2.0,3.0,2.25,42836.0,10.665134149520766,1,2,1,0,2
9.0,2,2.0,2.0,2.0,3.0,9.0,0.0,1.0,3.0,2.5,53973.0,10.896239200504729,1,1,1,0,2
8.0,2,4.0,2.0,2.0,4.0,9.0,3.0,1.0,6.0,2.875,23313.0,10.056766423877352,1,2,2,2,1
11.0,0,9.0,4.0,4.0,5.0,15.0,7.0,6.0,5.0,3.5,105808.0,11.569381409914444,1,1,6,0,2
2.0,2,6.0,4.0,3.0,2.0,2.0,3.0,0.0,2.0,2.625,3185.0,8.066207568006265,1,1,1,0,2
23.0,1,8.0,1.0,7.0,5.0,23.0,8.0,5.0,9.0,3.75,16453.0,9.70826311038665,1,3,1,0,2
0.5,0,5.0,2.0,0.0,3.0,1.0,5.0,2.0,2.0,3.125,66130.0,11.099377780668709,1,0,1,0,2
1.0,1,5.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,3.75,42836.0,10.665134149520766,1,2,1,0,2
2.0,0,6.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,3.125,51403.0,10.847451815498795,0,0,1,0,2
5.0,1,2.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,3.75,124138.0,11.729149128995266,1,1,1,2,2
4.0,0,9.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.5,7562.0,8.930890984450878,1,1,1,1,1
30.0,1,15.0,6.0,7.0,11.0,35.0,8.0,4.0,7.0,4.0,66342.0,11.102578459770458,1,3,1,0,2
11.0,0,9.0,5.0,1.0,8.0,14.0,3.0,2.0,6.0,3.375,53545.0,10.888277700834976,1,2,2,2,2
6.0,0,7.0,2.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,43155.0,10.672553564653755,1,1,1,0,2
7.0,1,11.0,7.0,2.0,6.0,7.0,6.0,2.0,5.0,3.75,124138.0,11.729149128995266,1,1,2,0,2
8.0,2,2.0,1.0,1.0,2.0,9.0,1.0,2.0,3.0,2.625,96381.0,11.476064365737097,0,1,1,2,2
11.0,0,5.0,3.0,1.0,3.0,12.0,1.0,2.0,3.0,3.5,93104.0,11.441472426896452,1,1,1,2,2
22.0,1,6.0,1.0,1.0,2.0,24.0,2.0,1.0,4.0,3.75,51872.0,10.856534424535402,1,2,1,2,0
2.0,2,7.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,2.75,86897.0,11.372478788217984,1,1,2,2,2
11.0,2,7.0,7.0,1.0,5.0,11.0,6.0,6.0,5.0,2.75,95705.0,11.46902582268021,1,1,2,2,2
5.0,2,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.5,10905.0,9.29697667863573,1,1,2,2,1
5.0,0,4.0,2.0,3.0,4.0,6.0,1.0,0.0,1.0,3.25,25701.0,10.154285180632154,0,1,6,0,2
5.0,1,11.0,4.0,7.0,2.0,8.0,4.0,3.0,4.0,4.75,139655.0,11.846930374527584,1,1,2,1,2
11.0,2,6.0,0.0,1.0,5.0,11.0,7.0,1.0,2.0,2.625,69608.0,11.15063478224586,1,1,6,2,2
2.0,1,7.0,2.0,3.0,4.0,2.0,0.0,0.0,4.0,3.75,35661.0,10.481812933648737,1,0,2,1,2
8.0,0,5.0,3.0,4.0,1.0,7.0,1.0,0.0,3.0,3.125,41765.0,10.639813947190008,1,1,1,1,2
5.0,0,3.0,2.0,2.0,7.0,5.0,4.0,2.0,7.0,3.25,4899.0,8.496786381638575,1,2,1,1,5
8.0,2,6.0,6.0,2.0,3.0,8.0,5.0,1.0,5.0,2.625,184423.0,12.12498731117696,1,1,1,1,1
13.0,1,7.0,3.0,1.0,1.0,12.0,0.0,0.0,3.0,3.75,42836.0,10.665134149520766,1,2,2,0,2
8.0,2,4.0,2.0,1.0,4.0,9.0,1.0,4.0,2.0,2.875,58899.0,10.98357939156686,1,2,1,0,2
18.0,0,2.0,4.0,1.0,2.0,25.0,1.0,1.0,1.0,3.0,71584.0,11.178626864289855,1,2,1,0,2
3.0,0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.25,1560.0,7.352441100243583,1,0,5,2,0
1.0,0,7.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,3.25,41464.0,10.632580859869542,1,0,6,0,2
7.0,2,7.0,1.0,3.0,4.0,8.0,1.0,1.0,3.0,2.375,62069.0,11.03600194843532,1,1,4,0,2
24.0,1,6.0,1.0,2.0,5.0,24.0,3.0,3.0,1.0,3.75,41934.0,10.643852232705184,1,3,6,2,1
8.0,1,4.0,3.0,1.0,3.0,8.0,0.0,0.0,4.0,3.875,165324.0,12.0156624638326,1,2,2,1,2
11.0,0,2.0,2.0,2.0,1.0,11.0,1.0,2.0,3.0,3.25,69493.0,11.148981307055882,1,2,3,0,1
10.0,0,2.0,2.0,1.0,1.0,16.0,0.0,2.0,3.0,3.0,172552.0,12.05845391930221,1,2,1,2,2
25.0,1,9.0,4.0,1.0,1.0,25.0,1.0,1.0,2.0,3.875,117931.0,11.67785498665461,1,2,1,2,2
13.0,0,7.0,4.0,4.0,4.0,13.0,4.0,2.0,3.0,3.5,68537.0,11.135129024409384,1,2,2,2,2
3.0,0,7.0,2.0,4.0,2.0,18.0,2.0,0.0,3.0,3.375,33580.0,10.421685930631533,1,2,0,0,2
12.0,0,1.0,3.0,1.0,5.0,15.0,2.0,3.0,5.0,3.375,1409.0,7.25063551189868,0,2,6,2,2
2.0,1,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.125,42407.0,10.655068721933102,1,0,1,0,2
7.0,0,7.0,1.0,1.0,2.0,7.0,2.0,3.0,3.0,3.0,49655.0,10.812854369337458,1,1,1,1,2
8.0,0,2.0,1.0,2.0,2.0,7.0,1.0,0.0,6.0,3.625,43621.0,10.68329396475648,1,1,1,2,1
3.0,0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,5.0,3.125,31508.0,10.357996760823214,1,0,1,1,1
16.0,0,9.0,1.0,1.0,5.0,16.0,4.0,1.0,3.0,3.625,65420.0,11.088583301092376,1,2,6,2,2
3.0,2,3.0,3.0,2.0,4.0,7.0,2.0,2.0,3.0,2.875,61469.0,11.02628826167047,1,1,2,1,2
10.0,1,4.0,0.0,3.0,2.0,7.0,2.0,0.0,3.0,4.0,118000.0,11.6784399034478,1,1,1,0,3
5.0,1,3.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,4.125,64254.0,11.07059925762893,1,1,2,0,2
17.0,2,5.0,4.0,2.0,5.0,21.0,3.0,1.0,2.0,2.5,53545.0,10.888277700834976,1,2,5,1,2
7.0,2,12.0,3.0,4.0,5.0,7.0,2.0,0.0,3.0,2.375,81552.0,11.308996132579823,1,1,2,0,2
9.0,2,3.0,2.0,1.0,3.0,10.0,2.0,3.0,4.0,2.875,136552.0,11.82446077344417,1,1,1,0,2
4.0,2,4.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,1.875,27843.0,10.234336867263504,1,1,5,2,2
29.0,0,5.0,1.0,3.0,5.0,29.0,2.0,1.0,1.0,3.625,133640.0,11.802904896470691,1,3,1,0,1
11.0,1,5.0,3.0,1.0,1.0,12.0,4.0,4.0,2.0,3.75,54616.0,10.908082159098116,1,1,6,2,2
27.0,0,5.0,3.0,2.0,4.0,27.0,2.0,2.0,5.0,3.25,223449.0,12.316938479077471,1,3,4,2,2
10.0,0,5.0,6.0,1.0,7.0,11.0,2.0,1.0,2.0,3.625,80317.0,11.293736583630396,1,2,1,0,2
8.0,1,6.0,1.0,2.0,4.0,8.0,2.0,2.0,3.0,3.75,78175.0,11.266705182326042,1,2,1,0,2
8.0,1,11.0,6.0,3.0,9.0,8.0,6.0,1.0,8.0,4.125,56222.0,10.937063418356402,1,1,2,0,2
8.0,0,6.0,0.0,1.0,3.0,8.0,1.0,1.0,4.0,3.0,200000.0,12.206072645530174,1,1,2,0,3
2.0,2,8.0,2.0,1.0,4.0,2.0,3.0,0.0,2.0,2.875,77104.0,11.252910438880114,1,1,1,0,2
9.0,0,5.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,3.0,50891.0,10.837441369615792,1,1,2,0,1
1.0,0,4.0,4.0,2.0,8.0,8.0,3.0,2.0,7.0,3.25,48914.0,10.797818933055856,1,1,1,0,1
4.0,1,5.0,0.0,2.0,3.0,4.0,5.0,1.0,3.0,3.75,2190.0,7.691656822810547,1,1,2,0,2
4.0,2,6.0,4.0,2.0,2.0,6.0,4.0,4.0,2.0,2.5,64254.0,11.07059925762893,1,1,1,0,2
17.0,0,7.0,1.0,1.0,3.0,25.0,1.0,1.0,1.0,3.0,54621.0,10.908173703172077,1,3,6,2,2
6.0,0,1.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,3.5,86897.0,11.372478788217984,1,2,1,2,2
9.0,0,8.0,3.0,6.0,5.0,9.0,5.0,4.0,5.0,3.625,32127.0,10.377452077068984,1,1,6,0,2
6.0,0,5.0,0.0,1.0,3.0,6.0,1.0,0.0,2.0,3.0,36410.0,10.50259874116948,1,1,1,0,2
7.0,0,8.0,2.0,1.0,3.0,7.0,4.0,2.0,6.0,3.5,40460.0,10.608069110721736,1,1,1,2,0
7.0,2,4.0,2.0,1.0,2.0,7.0,3.0,1.0,2.0,2.25,75104.0,11.22662909865075,1,2,1,2,2
16.0,1,3.0,3.0,1.0,1.0,16.0,2.0,1.0,5.0,4.5,84112.0,11.339904523059229,1,2,1,0,2
32.0,1,6.0,2.0,3.0,5.0,30.0,3.0,1.0,2.0,3.875,91026.0,11.418900458976148,1,3,4,0,2
1.0,0,6.0,0.0,1.0,3.0,1.0,4.0,1.0,4.0,3.25,3727.0,8.223358899479258,1,0,1,1,0
12.0,0,6.0,1.0,2.0,2.0,12.0,3.0,2.0,4.0,3.0,96381.0,11.476064365737097,1,1,2,2,2
18.0,0,14.0,9.0,3.0,7.0,19.0,12.0,2.0,9.0,3.625,81994.0,11.314401352837574,1,2,1,0,2
16.0,0,1.0,2.0,1.0,3.0,16.0,1.0,1.0,2.0,3.5,73713.0,11.20793445339581,1,3,6,0,2
15.0,0,5.0,0.0,1.0,2.0,20.0,3.0,3.0,6.0,3.5,7187.0,8.880029117468442,1,2,5,0,2
25.0,0,9.0,8.0,4.0,6.0,25.0,4.0,4.0,5.0,3.125,93104.0,11.441472426896452,1,3,5,0,2
20.0,0,2.0,2.0,3.0,3.0,19.0,2.0,0.0,9.0,3.125,136000.0,11.820410164718188,1,2,2,0,3
8.0,0,5.0,1.0,1.0,3.0,8.0,1.0,0.0,5.0,3.5,38552.0,10.559763258320167,1,1,1,2,2
18.0,1,14.0,1.0,3.0,7.0,20.0,3.0,4.0,2.0,4.125,161170.0,11.990214987516763,0,2,4,2,2
10.0,1,7.0,7.0,1.0,3.0,10.0,5.0,9.0,9.0,3.875,19690.0,9.88786617163317,1,1,1,2,1
12.0,2,2.0,2.0,2.0,2.0,17.0,3.0,2.0,3.0,2.625,180000.0,12.100712129872347,1,2,1,1,1
5.0,1,6.0,5.0,1.0,6.0,4.0,2.0,1.0,4.0,3.75,72821.0,11.195759654126208,1,1,2,0,2
10.0,1,3.0,4.0,1.0,5.0,10.0,3.0,3.0,7.0,3.75,173731.0,12.065263404929633,1,1,1,0,1
11.0,0,2.0,3.0,2.0,3.0,11.0,6.0,1.0,2.0,3.125,91026.0,11.418900458976148,1,1,2,0,2
8.0,2,4.0,3.0,1.0,3.0,8.0,1.0,1.0,2.0,2.75,115028.0,11.652930855970236,1,2,1,0,2
13.0,0,6.0,2.0,1.0,1.0,12.0,4.0,0.0,4.0,3.375,128507.0,11.76373865654189,1,2,1,2,2
18.0,0,7.0,3.0,1.0,2.0,18.0,1.0,1.0,1.0,3.375,75878.0,11.236882066295156,1,2,1,0,4
9.0,2,5.0,2.0,1.0,3.0,9.0,0.0,1.0,3.0,1.75,117798.0,11.676726572126803,1,1,1,2,2
18.0,0,5.0,5.0,2.0,6.0,24.0,7.0,3.0,4.0,3.5,363571.0,12.803729880128827,1,2,0,1,4
7.0,0,6.0,3.0,2.0,3.0,7.0,6.0,1.0,3.0,3.625,80870.0,11.300598206089868,1,1,1,0,2
13.0,0,1.0,3.0,1.0,3.0,13.0,3.0,2.0,2.0,3.5,144000.0,11.877568578558138,1,2,1,2,2
4.0,0,7.0,5.0,1.0,4.0,5.0,5.0,3.0,6.0,3.125,77104.0,11.252910438880114,1,0,1,0,2
3.0,2,6.0,6.0,3.0,4.0,3.0,2.0,2.0,7.0,2.875,55684.0,10.927448131508458,1,1,0,0,2
15.0,2,4.0,3.0,2.0,2.0,20.0,4.0,2.0,2.0,2.875,149925.0,11.91789044803671,1,2,2,2,2
21.0,0,3.0,1.0,1.0,2.0,21.0,3.0,0.0,1.0,3.5,55862.0,10.93063964265343,1,3,2,0,2
8.0,1,5.0,5.0,3.0,6.0,8.0,5.0,2.0,5.0,3.875,85672.0,11.358281330080713,1,1,6,0,2
6.0,2,6.0,2.0,3.0,3.0,6.0,4.0,1.0,4.0,2.25,50332.0,10.82639633671186,1,1,1,0,2
8.0,2,6.0,2.0,0.0,3.0,8.0,4.0,2.0,2.0,2.375,114207.0,11.645767870297504,1,1,5,0,2
9.0,0,2.0,1.0,1.0,7.0,9.0,2.0,1.0,3.0,3.0,68528.0,11.134997699855152,1,1,5,0,2
3.0,2,4.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,1.875,72053.0,11.185157238312405,1,1,2,2,4
6.0,0,6.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,3.5,51677.0,10.85276808723594,1,1,1,1,2
16.0,0,10.0,6.0,5.0,7.0,15.0,7.0,3.0,7.0,3.0,53545.0,10.888277700834976,1,2,1,2,2
6.0,0,2.0,4.0,2.0,2.0,6.0,0.0,1.0,1.0,3.125,48235.0,10.783840177604654,0,1,1,0,2
2.0,0,11.0,3.0,2.0,6.0,5.0,3.0,0.0,6.0,3.25,62112.0,11.036694485968736,1,0,1,0,2
0.5,0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,3.5,121169.0,11.704941544323642,1,0,0,1,1
18.0,2,11.0,3.0,3.0,5.0,18.0,7.0,2.0,3.0,2.5,200000.0,12.206072645530174,1,2,2,0,3
19.0,0,4.0,2.0,3.0,3.0,19.0,2.0,2.0,3.0,3.25,117931.0,11.67785498665461,1,2,2,0,2
3.0,2,7.0,2.0,5.0,5.0,3.0,7.0,5.0,2.0,2.75,30000.0,10.308952660644293,1,0,1,2,5
6.0,0,4.0,1.0,2.0,1.0,7.0,1.0,0.0,1.0,3.125,41122.0,10.624298537078548,1,1,6,0,2
11.0,0,7.0,5.0,2.0,2.0,11.0,4.0,1.0,5.0,3.125,68276.0,11.131313592884224,1,1,6,0,2
2.0,0,5.0,3.0,1.0,10.0,3.0,5.0,6.0,7.0,3.375,1212.0,7.10002716662926,1,0,2,2,1
10.0,0,2.0,2.0,1.0,1.0,10.0,0.0,0.0,2.0,3.375,53545.0,10.888277700834976,1,1,0,0,5
20.0,0,9.0,2.0,0.0,3.0,19.0,3.0,2.0,4.0,3.25,66643.0,11.107105293834648,1,2,2,0,1
8.0,1,7.0,3.0,4.0,12.0,3.0,6.0,3.0,10.0,4.375,9694.0,9.17926241640532,1,0,1,1,1
11.0,0,8.0,2.0,2.0,3.0,11.0,4.0,4.0,8.0,3.25,115531.0,11.657294171200013,1,2,2,0,2
15.0,1,5.0,3.0,1.0,2.0,15.0,2.0,1.0,6.0,4.0,267724.0,12.49771187808608,0,1,6,0,2
5.0,2,6.0,2.0,2.0,2.0,5.0,6.0,3.0,2.0,2.125,93104.0,11.441472426896452,1,1,1,0,2
7.0,0,10.0,2.0,0.0,4.0,7.0,5.0,2.0,5.0,3.0,64254.0,11.07059925762893,1,1,0,0,2
17.0,0,6.0,3.0,4.0,3.0,31.0,6.0,2.0,7.0,3.0,36548.0,10.506381744118512,1,3,1,2,2
1.0,0,7.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.25,34138.0,10.43816641232428,1,0,1,0,2
18.0,1,4.0,2.0,1.0,2.0,18.0,2.0,2.0,5.0,3.75,102806.0,11.540598996058742,1,2,2,1,2
4.0,2,5.0,3.0,3.0,1.0,10.0,1.0,1.0,2.0,2.875,62069.0,11.03600194843532,1,1,1,0,2
18.0,0,12.0,3.0,3.0,5.0,18.0,3.0,1.0,9.0,3.0,29004.0,10.275189030491484,1,2,2,0,2
10.0,0,4.0,2.0,1.0,5.0,10.0,14.0,3.0,3.0,3.25,80690.0,11.298369930842552,1,2,6,0,2
7.0,2,4.0,4.0,4.0,9.0,7.0,4.0,2.0,2.0,2.125,25727.0,10.155296303064102,1,1,5,2,2
7.0,2,2.0,1.0,4.0,3.0,8.0,1.0,1.0,2.0,2.25,32662.0,10.393967601636689,1,1,2,1,1
1.0,1,3.0,3.0,1.0,4.0,2.0,1.0,1.0,7.0,4.0,58899.0,10.98357939156686,1,0,1,1,2
35.0,0,4.0,6.0,1.0,2.0,35.0,3.0,1.0,3.0,3.125,115028.0,11.652930855970236,1,4,4,1,2
14.0,2,5.0,6.0,3.0,1.0,13.0,1.0,3.0,4.0,2.875,165324.0,12.0156624638326,1,2,4,0,2
10.0,0,1.0,3.0,1.0,2.0,11.0,3.0,1.0,1.0,3.25,84414.0,11.343488543605268,1,2,6,2,2
26.0,1,6.0,5.0,3.0,1.0,26.0,4.0,7.0,5.0,4.125,211035.0,12.259779275479424,1,2,1,0,2
8.0,2,12.0,3.0,1.0,6.0,10.0,1.0,0.0,6.0,2.375,99195.0,11.504842888776873,1,1,1,0,5
0.5,1,6.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,4.0,43827.0,10.688005344800624,1,0,1,2,4
11.0,0,2.0,2.0,1.0,6.0,11.0,2.0,2.0,3.0,3.625,107810.0,11.588125697533163,1,2,2,2,3
6.0,1,3.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,3.875,42836.0,10.665134149520766,1,1,2,0,2
2.0,1,14.0,3.0,2.0,9.0,2.0,2.0,2.0,3.0,3.75,23926.0,10.082721012730849,1,0,1,0,2
14.0,0,4.0,2.0,1.0,4.0,14.0,2.0,0.0,5.0,3.125,78711.0,11.273538195921754,1,2,1,0,2
2.0,2,9.0,2.0,3.0,11.0,3.0,3.0,3.0,5.0,2.5,3199.0,8.070593539949519,1,0,2,1,1
19.0,0,7.0,2.0,1.0,3.0,19.0,2.0,3.0,1.0,3.25,243000.0,12.400816722322686,1,2,1,0,3
11.0,1,9.0,0.0,1.0,5.0,11.0,2.0,0.0,7.0,3.75,16230.0,9.694616660508636,1,1,6,2,6
20.0,2,5.0,1.0,3.0,4.0,35.0,2.0,2.0,1.0,2.875,75000.0,11.225243392518449,1,4,1,0,3
9.0,0,4.0,3.0,1.0,4.0,10.0,3.0,1.0,2.0,3.375,49000.0,10.799575577092764,1,2,1,0,3
5.0,0,5.0,4.0,1.0,1.0,6.0,5.0,3.0,3.0,3.5,69608.0,11.15063478224586,1,1,1,0,2
12.0,1,4.0,1.0,1.0,3.0,18.0,1.0,0.0,1.0,4.375,130000.0,11.77528972943772,1,2,0,0,3
27.0,0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,2.0,3.0,136552.0,11.82446077344417,1,3,2,2,2
8.0,2,3.0,1.0,1.0,4.0,8.0,4.0,0.0,2.0,2.25,69608.0,11.15063478224586,1,1,1,0,2
3.0,2,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.875,1504.0,7.315883504509785,1,1,1,0,0
5.0,0,2.0,3.0,1.0,3.0,6.0,0.0,0.0,2.0,3.0,34269.0,10.441996434402055,1,1,1,0,1
4.0,0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.25,39414.0,10.581876362120529,1,1,1,2,2
15.0,2,6.0,4.0,2.0,2.0,15.0,1.0,0.0,2.0,2.5,53545.0,10.888277700834976,1,1,6,1,2
22.0,1,8.0,3.0,3.0,3.0,25.0,4.0,0.0,6.0,4.0,64254.0,11.07059925762893,0,3,2,0,2
5.0,2,4.0,2.0,1.0,5.0,8.0,2.0,2.0,7.0,2.875,74963.0,11.224749937456188,1,2,2,0,2
2.0,0,11.0,1.0,0.0,4.0,2.0,5.0,2.0,3.0,3.625,2153.0,7.674617497364363,1,1,1,2,2
20.0,0,6.0,2.0,1.0,2.0,20.0,4.0,6.0,4.0,3.25,33845.0,10.429546556942707,1,2,6,1,2
7.0,0,8.0,1.0,1.0,7.0,7.0,3.0,1.0,3.0,3.0,72490.0,11.191203900294925,1,1,2,1,2
15.0,2,5.0,1.0,4.0,3.0,15.0,4.0,1.0,3.0,2.25,8000.0,8.987196820661973,1,2,1,0,5
11.0,2,5.0,3.0,2.0,4.0,11.0,3.0,1.0,1.0,2.125,78175.0,11.266705182326042,1,1,1,0,2
20.0,1,4.0,2.0,2.0,6.0,21.0,1.0,1.0,7.0,3.75,120000.0,11.695247021764184,1,3,2,2,2
8.0,1,2.0,3.0,1.0,5.0,8.0,4.0,1.0,5.0,3.875,31504.0,10.357869800878907,1,1,1,1,1
6.0,0,12.0,3.0,3.0,6.0,6.0,5.0,1.0,6.0,3.125,101793.0,11.530696618455346,1,1,1,2,2
15.0,0,5.0,1.0,1.0,6.0,20.0,4.0,3.0,8.0,3.0,99195.0,11.504842888776873,1,2,2,0,2
6.0,0,8.0,1.0,3.0,1.0,2.0,4.0,4.0,6.0,3.5,10154.0,9.22562299550734,1,1,2,0,2
22.0,0,5.0,5.0,1.0,3.0,22.0,3.0,1.0,3.0,3.375,117798.0,11.676726572126803,1,2,1,0,2
31.0,2,6.0,0.0,1.0,2.0,31.0,2.0,1.0,3.0,2.875,145000.0,11.884489021402713,1,4,1,2,3
3.0,0,7.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,3.5,26772.0,10.195111844220532,1,1,1,0,2
8.0,1,2.0,3.0,1.0,1.0,7.0,3.0,1.0,3.0,3.875,71750.0,11.180943133621868,1,1,1,2,2
22.0,0,8.0,4.0,5.0,7.0,24.0,8.0,5.0,7.0,3.25,40694.0,10.613835940415848,1,2,6,0,2
6.0,2,4.0,3.0,1.0,3.0,6.0,0.0,0.0,3.0,2.375,67038.0,11.113014901775394,1,1,1,0,2
4.0,2,7.0,0.0,2.0,2.0,6.0,2.0,1.0,1.0,2.75,12117.0,9.402364704231523,1,1,1,2,1
15.0,0,5.0,2.0,1.0,1.0,15.0,1.0,1.0,2.0,3.375,105517.0,11.566627356357774,1,3,6,0,2
